age,health_score,injury_severity,infection_exposure,food_days,water_days,shelter_quality,medical_supplies,weapon_availability,group_size,distance_to_safe_zone,mobility_score,days_since_outbreak,survived
21,90,2,61,14,4,91,19,90,3,19,47,21,1
75,65,5,83,0,7,54,54,28,1,52,65,43,0
29,54,9,25,18,10,27,59,4,1,12,87,22,1
69,64,3,55,24,29,92,34,64,10,72,91,35,1
19,32,1,89,14,23,36,73,68,6,8,73,18,1
54,29,6,21,8,29,83,98,62,9,55,52,9,1
40,85,3,72,4,29,60,0,92,9,84,86,49,1
47,89,7,68,15,19,74,77,55,1,93,54,2,1
74,91,7,80,27,28,38,44,16,7,34,58,59,0
78,44,6,48,12,19,22,68,50,6,82,66,42,0
53,63,9,97,15,14,51,39,36,4,65,90,42,0
68,79,8,1,21,23,83,37,87,3,75,24,17,1
43,66,3,52,10,2,83,97,90,9,47,56,40,0
18,59,6,6,12,6,10,23,8,10,35,20,20,1
37,26,9,99,5,23,65,3,37,5,32,75,6,0
53,65,9,76,25,7,12,90,52,8,51,26,11,0
77,42,0,19,19,10,76,68,12,4,80,83,5,1
72,65,3,93,16,9,40,12,89,4,6,27,56,1
21,32,1,29,4,19,48,20,52,6,9,83,10,0
47,40,8,74,28,8,14,100,74,6,40,76,23,0
25,20,4,94,16,14,55,31,87,3,86,47,33,0
18,38,2,66,0,25,53,37,96,2,48,45,40,0
74,79,3,58,26,19,30,94,48,9,72,53,36,1
64,52,5,65,4,23,60,31,69,2,96,41,39,0
74,23,9,2,4,21,57,78,34,9,26,39,51,1
46,22,0,55,6,4,86,56,15,8,82,33,47,0
77,71,6,78,15,14,59,47,12,10,37,42,34,1
67,47,7,16,17,3,52,29,10,7,52,86,17,0
56,89,6,51,30,4,85,70,86,5,12,38,26,0
46,89,6,6,5,30,60,37,1,3,38,97,53,1
37,74,8,4,1,28,79,94,93,2,98,58,48,1
19,76,3,97,30,14,41,43,18,8,68,56,27,1
28,35,6,96,12,26,28,25,44,2,16,20,46,0
60,43,8,53,9,16,83,99,45,8,61,38,3,0
57,88,4,60,20,22,91,89,46,5,24,34,59,1
64,60,1,15,19,7,26,1,48,9,78,20,19,0
35,96,4,100,10,27,43,42,78,4,17,50,8,0
69,66,3,66,25,24,92,42,41,8,95,71,17,1
51,95,7,58,20,28,4,62,32,7,4,62,50,0
16,88,4,46,1,18,51,72,40,8,50,65,1,0
30,50,8,47,7,30,52,57,68,5,98,69,7,0
32,49,8,63,23,8,51,47,85,2,3,39,36,0
39,37,2,49,21,9,37,4,90,7,8,81,3,0
73,63,9,84,18,4,43,90,98,3,12,62,19,0
38,46,5,40,19,9,52,75,18,10,35,24,42,0
61,45,5,71,16,21,1,34,38,10,66,98,27,0
23,79,3,21,15,0,53,92,6,10,53,85,3,1
74,37,10,53,24,24,83,15,38,10,93,31,34,1
74,75,9,4,9,24,76,82,97,2,87,76,5,1
28,50,2,16,4,21,89,48,33,3,33,79,49,1
54,78,0,100,13,23,34,59,90,4,18,74,37,1
43,21,6,77,23,3,45,50,43,10,58,90,58,1
76,58,4,40,18,20,71,90,68,7,86,85,46,1
31,80,9,91,3,4,91,81,67,10,78,91,16,1
17,82,6,94,19,22,78,58,62,1,93,92,56,0
32,37,0,80,15,6,54,63,70,6,45,46,55,0
45,36,7,34,23,22,71,12,47,6,15,47,14,0
28,58,2,39,14,4,10,93,2,8,15,56,30,1
28,90,6,21,27,19,28,25,84,2,45,98,32,1
58,73,2,47,8,7,68,69,33,2,68,38,59,0
36,95,2,52,2,16,62,2,8,1,100,70,51,0
70,54,9,92,22,0,46,86,60,3,69,32,45,0
55,30,8,9,8,21,6,11,19,7,67,64,12,0
30,80,1,17,17,17,63,40,39,8,76,25,57,1
67,63,3,98,3,11,81,78,11,7,62,20,27,0
68,87,5,79,18,2,63,64,27,9,84,44,26,0
67,44,2,48,23,19,91,62,47,8,44,45,48,0
45,67,9,70,3,13,11,49,96,8,20,32,29,1
48,51,9,29,8,15,11,46,73,2,39,38,23,1
72,23,6,18,0,17,35,7,74,1,39,29,49,0
67,57,6,54,0,9,28,30,6,6,1,64,22,0
24,82,4,59,19,22,10,10,81,7,67,90,20,1
69,66,2,86,18,14,52,16,82,6,47,34,38,0
16,20,1,71,2,9,69,26,13,7,73,50,46,0
59,22,3,80,9,0,84,94,80,8,54,27,16,0
24,81,3,20,11,18,73,26,86,2,20,49,31,0
47,83,10,25,17,1,95,77,18,1,9,20,3,0
30,36,7,27,13,12,46,86,53,10,95,35,21,0
27,97,7,38,9,24,32,55,59,8,28,30,51,0
72,81,4,32,9,15,80,68,66,8,64,46,39,0
23,54,5,39,17,7,66,93,33,8,35,59,5,1
42,32,7,82,23,2,42,97,88,10,40,63,20,0
77,54,0,28,0,20,17,46,40,7,2,89,58,0
27,62,4,19,29,18,73,18,30,2,3,76,55,0
80,21,3,19,14,13,52,56,38,4,14,67,23,0
57,75,3,73,7,10,38,30,77,9,81,59,32,0
77,96,10,11,25,28,71,15,100,8,99,58,42,0
26,70,1,96,2,11,33,44,51,4,68,22,9,0
58,73,9,24,17,10,36,26,46,8,47,74,3,0
32,35,0,24,8,27,40,60,19,10,94,20,27,0
47,37,5,3,15,10,96,25,95,6,54,42,27,1
55,26,6,3,20,21,48,28,96,9,58,86,10,0
38,64,4,8,14,20,9,43,51,1,62,81,16,0
71,55,7,14,29,26,39,28,94,6,51,53,24,0
21,60,8,25,4,17,17,94,70,4,78,36,23,0
65,61,10,78,12,29,24,1,61,3,48,67,9,0
52,26,10,89,21,9,40,5,4,5,27,72,2,0
79,34,1,91,19,15,35,8,56,10,77,80,6,0
69,79,10,70,6,7,1,14,3,8,55,30,37,0
64,59,3,31,15,5,82,83,10,10,84,34,35,0
26,56,10,75,6,29,73,57,18,6,49,30,7,0
64,85,8,98,26,30,48,1,83,1,24,26,15,0
36,74,4,51,24,18,66,2,26,6,10,66,21,0
78,96,2,31,21,12,52,51,28,7,7,27,38,0
43,99,5,8,15,14,18,54,17,6,17,24,36,1
32,75,2,77,12,12,25,52,36,3,22,100,23,1
21,63,4,12,16,0,53,93,60,9,59,85,29,1
34,76,2,55,8,20,50,71,46,10,44,82,13,0
71,25,5,43,11,27,24,39,88,10,11,40,55,1
43,51,9,96,12,26,16,84,19,4,42,90,5,1
53,93,4,95,25,1,73,38,69,5,23,31,47,1
52,37,8,82,8,12,60,42,99,5,60,30,39,0
64,87,2,29,4,1,45,12,48,3,86,73,39,0
58,92,5,15,6,24,54,36,14,2,62,100,42,1
51,26,7,11,0,10,49,54,17,8,54,29,45,0
73,27,6,73,3,12,74,31,37,7,82,35,56,0
28,83,5,65,27,30,10,13,88,5,90,34,43,1
67,26,1,17,25,9,11,64,83,1,94,77,1,1
73,60,6,12,3,22,39,26,21,10,13,98,20,0
47,59,7,92,15,21,47,23,75,1,68,23,43,1
75,22,0,23,4,14,55,21,59,8,27,41,1,0
73,36,8,11,21,28,7,77,96,4,40,54,35,1
71,85,3,59,3,0,87,44,92,4,74,33,40,1
43,98,7,59,5,30,13,7,65,9,92,50,45,0
16,71,9,92,25,13,86,90,25,2,85,93,60,1
57,41,6,85,22,9,55,66,63,5,75,89,7,1
63,23,9,99,2,17,53,63,95,6,84,30,35,1
55,25,6,0,24,10,99,96,57,6,100,55,52,0
78,57,1,42,7,6,16,46,2,10,83,93,34,0
19,45,0,54,16,14,44,20,29,3,10,99,50,0
53,30,3,39,28,2,4,31,18,10,15,43,5,0
42,36,1,63,17,1,2,44,9,6,45,59,29,0
24,50,7,33,17,21,8,43,88,10,53,61,50,0
31,96,9,33,25,7,83,40,45,10,82,40,48,1
71,54,6,47,24,30,19,95,18,5,7,100,27,1
46,35,7,32,11,7,82,51,57,8,30,70,7,0
29,98,10,67,24,10,20,87,84,4,78,100,1,1
40,37,5,29,24,15,79,10,5,10,30,74,9,0
49,81,0,83,0,1,32,100,50,10,27,23,47,0
39,46,8,89,22,21,4,84,13,3,49,81,58,1
41,54,5,78,30,27,23,17,57,6,57,44,1,0
35,64,9,70,11,4,62,10,7,10,64,89,27,0
79,54,0,70,10,6,78,26,1,9,63,33,17,0
25,47,0,28,12,19,25,42,17,8,48,60,32,0
39,28,7,22,2,27,88,64,85,10,41,76,41,1
20,95,5,33,26,12,91,53,56,8,81,57,55,1
73,34,7,83,24,1,32,28,93,3,30,81,30,0
42,40,7,14,7,25,17,20,99,1,82,60,15,0
30,71,10,96,2,2,17,28,91,3,3,64,42,0
50,54,7,52,16,8,37,8,34,3,92,99,28,0
68,70,9,16,24,9,32,60,65,6,37,35,52,0
59,74,6,63,12,23,26,61,55,3,30,38,3,1
41,96,6,83,9,12,48,70,99,2,54,56,28,0
62,63,9,60,16,24,49,94,81,9,85,98,5,1
49,84,3,56,30,20,14,90,42,6,84,80,2,1
65,99,8,76,2,12,76,95,72,5,86,45,54,1
27,44,1,87,12,4,51,4,91,3,100,98,38,0
19,66,10,36,21,22,97,96,71,7,100,83,16,1
63,99,8,6,5,6,67,14,7,7,85,32,44,1
70,75,9,7,13,16,98,56,4,4,88,53,17,1
16,57,2,86,26,27,18,4,12,10,85,42,12,0
45,30,1,77,9,14,94,19,6,2,7,39,26,0
18,86,3,67,19,29,24,100,20,2,8,73,57,1
36,34,4,20,15,4,75,80,92,8,86,92,49,1
64,20,1,60,17,23,75,3,36,4,86,77,54,0
77,26,0,73,12,6,24,55,44,7,63,78,7,0
53,20,9,85,9,26,32,84,51,3,63,39,24,0
30,68,10,93,5,1,59,33,47,9,64,58,16,0
67,92,4,93,9,29,36,39,61,10,30,97,18,1
61,48,8,79,4,23,91,68,77,9,98,51,59,0
40,45,4,74,28,17,42,67,100,7,93,60,8,1
36,64,10,85,5,9,8,21,50,7,10,88,27,0
20,90,9,28,6,0,13,13,3,1,69,87,26,0
62,31,8,24,10,26,2,67,85,10,49,40,31,0
33,51,9,57,15,26,68,7,55,8,39,43,18,0
36,39,5,13,24,13,55,66,74,2,34,35,2,1
38,70,2,77,11,26,25,45,33,8,10,51,41,0
79,100,3,65,11,18,52,28,44,2,9,45,23,1
55,55,3,53,29,15,40,89,15,1,60,22,56,0
25,86,0,76,22,18,81,93,8,8,96,26,48,0
67,20,2,66,19,5,20,11,79,4,5,35,49,0
76,46,2,29,25,11,38,78,15,10,35,72,42,1
79,59,0,17,4,2,79,51,94,6,11,23,22,1
20,33,8,53,15,6,22,57,30,10,42,64,33,0
68,88,10,99,30,23,92,1,12,10,80,51,53,0
70,98,0,20,28,2,73,0,4,1,91,97,18,1
52,25,8,52,5,24,57,54,46,9,20,77,15,0
71,52,0,82,28,16,68,91,38,7,51,32,41,1
74,74,1,15,8,14,74,98,17,5,1,41,3,0
74,38,1,27,4,18,28,33,19,6,90,63,48,0
17,96,5,3,20,27,61,63,1,3,11,63,58,1
80,48,6,54,22,18,52,67,39,9,61,49,23,0
75,80,10,14,15,22,44,81,29,2,79,42,47,1
66,89,0,63,17,10,26,11,9,10,39,31,2,0
45,98,2,64,18,26,33,49,63,1,48,33,42,1
26,99,1,15,11,20,13,20,41,1,82,55,4,1
54,43,7,19,1,19,40,9,74,10,88,64,26,1
78,42,8,63,25,1,73,84,52,2,28,91,19,0
79,29,1,32,9,6,59,88,92,6,89,43,49,1
76,73,1,80,11,18,41,80,52,6,87,22,10,0
69,60,9,68,13,6,50,69,39,9,75,97,22,1
73,68,8,68,17,9,74,13,15,10,97,70,53,1
71,36,3,57,18,11,10,100,47,4,80,94,6,1
49,75,4,38,5,22,34,39,60,8,36,74,1,1
46,64,10,76,4,26,18,81,91,4,87,57,43,1
67,49,8,35,26,17,87,29,80,3,70,39,16,1
16,63,5,93,30,22,64,72,37,4,62,21,56,0
70,93,9,67,15,5,75,13,43,1,88,45,52,0
37,74,8,86,13,25,60,51,14,9,70,21,7,0
55,38,8,20,12,19,46,16,94,5,10,86,24,0
16,48,6,62,20,26,13,61,60,7,86,93,35,0
80,21,9,84,1,20,66,97,6,3,87,61,14,0
78,55,8,5,1,27,51,21,29,5,5,59,4,1
69,38,4,23,11,7,31,52,35,10,28,28,41,0
57,26,4,52,0,4,79,31,89,4,59,21,15,0
36,45,7,94,18,2,9,75,10,7,9,47,44,0
37,98,9,82,27,1,16,54,69,5,39,22,57,0
53,57,3,75,27,21,39,79,28,2,92,35,48,1
23,22,8,77,26,5,67,21,91,3,62,23,23,0
77,99,6,49,15,6,62,37,78,8,89,42,19,0
62,85,6,11,29,7,14,49,92,3,38,96,14,1
32,90,2,55,6,3,96,65,5,7,91,25,27,0
32,62,3,14,26,11,38,44,75,5,24,93,36,0
28,81,6,82,20,23,56,7,50,7,64,74,55,1
32,90,10,91,6,11,9,64,79,10,43,100,38,1
53,43,10,39,15,16,70,39,37,9,16,27,22,1
60,58,4,40,24,21,96,4,72,7,66,92,11,1
21,87,2,68,5,21,16,44,21,6,66,100,4,0
50,63,0,68,17,18,75,45,96,1,69,83,58,1
29,24,6,5,0,8,16,35,89,4,46,86,32,1
76,74,5,86,0,11,15,16,53,8,21,60,40,0
30,49,9,66,25,27,77,40,39,1,60,59,41,0
69,48,6,100,24,20,2,29,6,6,10,46,58,0
42,45,1,32,13,30,50,51,95,2,18,58,55,1
28,45,3,42,5,16,93,78,39,9,90,72,24,1
46,56,1,20,5,22,45,19,23,8,84,59,58,0
50,72,7,83,3,9,54,35,40,9,41,71,34,1
75,49,6,64,11,30,98,65,50,9,36,56,52,0
21,22,0,16,29,29,25,44,38,2,85,86,3,0
73,62,1,92,17,18,75,3,100,2,66,38,38,0
64,26,1,7,9,25,30,49,82,9,46,53,2,1
38,68,3,63,2,25,80,87,42,2,97,97,23,1
49,92,2,89,2,10,100,54,68,4,23,85,40,1
41,60,0,27,7,19,71,58,93,2,39,29,20,0
62,96,1,97,21,21,18,41,58,1,95,71,56,0
20,98,10,89,22,23,89,1,24,10,4,61,8,0
35,73,8,12,24,12,67,45,93,7,41,79,35,1
21,88,0,100,0,3,14,1,24,5,3,100,49,0
74,46,8,12,17,14,57,49,72,3,53,21,43,0
79,27,6,37,14,11,77,0,90,8,74,20,3,1
33,51,1,24,24,24,29,12,23,5,96,69,32,0
19,83,1,61,20,23,47,69,61,1,36,55,58,0
32,29,4,22,19,25,55,21,42,9,49,41,31,1
29,32,4,85,16,9,41,16,58,5,27,55,44,0
28,82,3,20,24,21,23,58,53,3,53,22,46,0
22,54,9,53,10,6,51,85,78,6,49,63,31,0
59,80,9,62,12,23,42,69,25,8,83,35,1,1
30,73,2,29,24,1,33,2,53,2,1,30,12,1
34,27,3,74,19,20,59,69,60,3,90,29,18,0
78,48,9,67,24,28,82,80,93,7,46,70,24,1
50,60,3,96,9,6,2,98,74,2,62,61,36,0
50,49,1,75,12,7,67,48,92,5,77,44,29,1
34,40,4,72,16,20,10,49,78,9,99,25,25,0
35,95,4,31,30,18,12,100,43,7,66,63,23,1
50,30,4,74,20,30,49,34,8,3,22,27,3,0
47,21,10,100,0,5,81,22,41,2,39,53,30,0
63,69,10,23,19,20,18,71,28,10,92,60,17,1
59,60,9,6,15,7,43,6,78,9,44,20,45,0
39,85,0,71,15,24,32,49,80,9,2,22,49,1
76,22,5,96,27,24,37,9,79,9,75,71,30,0
32,99,10,88,20,27,2,89,57,10,59,96,49,0
65,70,1,0,29,27,98,54,85,3,90,62,58,1
80,87,6,2,26,21,64,73,62,1,28,66,19,1
47,44,3,27,2,30,34,18,48,9,90,38,5,0
51,49,4,42,1,19,35,22,10,7,81,89,40,0
28,30,4,96,5,3,37,94,88,2,67,66,56,1
73,36,4,45,10,24,38,63,53,6,14,97,34,0
29,45,1,0,28,19,24,32,29,9,16,24,57,0
52,42,4,37,2,23,63,65,65,8,51,83,9,1
55,75,2,90,25,8,12,91,64,6,100,64,39,1
74,71,3,34,0,4,67,95,57,6,28,83,48,0
31,67,1,73,10,28,69,96,56,8,92,64,44,1
77,39,3,75,12,5,74,8,36,9,53,55,26,0
19,21,8,73,4,18,0,28,53,8,52,28,53,0
60,50,7,53,17,11,71,78,72,1,25,42,5,1
43,46,10,97,14,4,53,17,68,2,57,51,24,0
46,21,2,23,17,4,97,81,23,6,9,64,31,1
18,97,0,27,14,30,8,70,62,8,11,47,24,1
23,23,0,21,19,29,35,77,90,4,45,71,21,1
39,32,5,15,19,17,36,28,93,4,85,30,22,0
30,54,2,12,19,25,58,82,50,2,2,38,38,1
58,91,3,99,6,5,20,60,14,10,54,83,22,0
46,85,0,99,16,8,19,4,46,1,34,84,21,0
60,25,7,61,28,10,0,68,72,10,42,92,57,0
23,50,0,42,7,30,98,55,45,9,77,76,30,0
72,29,4,86,27,22,58,51,100,7,69,85,49,0
45,40,5,77,12,13,27,14,29,9,11,23,47,0
33,93,1,31,25,23,70,89,78,2,29,48,10,1
54,42,6,66,15,1,55,87,19,10,92,23,3,0
75,22,6,90,24,26,8,82,56,5,92,20,39,0
58,51,0,82,9,28,64,19,48,2,5,37,29,0
60,39,3,85,28,13,35,72,55,10,20,32,25,0
38,93,3,56,13,24,97,91,55,7,39,89,2,1
21,48,4,64,30,18,33,15,24,9,74,68,13,1
71,71,0,68,5,9,80,74,8,3,32,66,27,1
19,65,0,48,19,4,31,97,21,1,29,49,29,1
38,53,6,32,21,29,65,24,76,4,66,46,14,0
21,80,8,18,25,22,99,56,36,4,1,91,4,1
47,91,0,35,6,3,24,20,27,6,84,47,8,0
33,90,1,69,5,6,50,4,13,5,1,21,5,1
30,89,5,14,26,23,62,74,29,5,4,39,44,1
55,30,5,99,16,30,89,8,38,9,15,94,27,1
21,82,1,96,20,12,44,10,56,1,47,97,24,0
78,40,8,23,23,9,25,100,4,8,30,43,44,0
26,22,3,26,30,29,20,64,11,8,6,96,43,1
58,29,6,48,7,9,81,62,34,8,1,91,34,0
32,46,5,74,11,3,92,25,40,3,71,63,28,0
19,31,10,22,25,15,50,73,62,10,62,40,24,0
78,26,10,32,24,14,23,18,41,8,64,41,54,1
56,36,2,40,3,20,91,15,64,2,5,92,5,1
20,84,7,55,9,10,11,55,64,8,54,77,13,0
47,83,6,28,5,18,10,100,42,8,49,30,18,0
50,45,8,30,6,20,26,67,59,3,7,99,55,0
37,34,2,64,20,23,22,77,19,4,100,72,17,0
80,52,0,97,30,2,32,29,97,9,3,28,30,0
37,81,1,17,26,14,79,6,97,9,76,86,38,1
26,66,10,81,7,15,91,11,62,10,61,71,19,0
18,54,0,5,2,13,91,23,23,9,79,32,22,1
24,84,10,51,7,28,37,21,91,10,84,20,49,0
75,91,4,39,14,4,54,46,74,6,41,63,49,1
29,95,9,64,29,25,69,29,71,1,21,94,18,1
33,44,1,41,20,16,41,59,34,8,32,43,26,0
38,76,2,93,0,17,28,38,40,9,12,24,15,0
62,51,7,67,12,18,33,19,15,8,7,85,55,0
62,82,9,31,21,0,56,25,79,1,51,100,28,1
45,31,4,9,17,28,2,48,5,6,45,100,30,1
40,82,3,68,14,26,5,68,19,9,95,39,28,0
43,96,4,8,6,27,47,41,55,9,65,83,20,1
40,20,9,68,30,26,63,5,74,7,60,34,4,0
73,70,5,60,14,24,12,52,7,7,75,87,4,0
56,89,6,10,24,8,35,33,83,4,45,73,37,1
40,27,8,98,2,20,78,68,95,7,34,30,15,1
63,87,0,90,29,13,69,9,96,10,83,42,34,0
25,24,3,67,25,19,32,27,5,5,11,20,11,0
26,58,8,73,13,20,75,2,91,10,97,61,23,1
36,42,4,96,19,19,56,76,7,5,33,66,35,0
60,87,7,7,3,27,54,47,61,1,8,87,43,1
22,71,0,48,3,20,12,65,13,2,45,57,35,1
79,23,3,23,2,22,96,34,2,9,72,21,11,0
79,66,8,32,4,10,50,51,1,2,98,64,2,0
17,40,0,18,24,23,91,61,21,10,91,46,54,1
57,75,0,1,30,1,52,51,96,2,93,96,52,1
69,85,3,54,10,19,35,46,84,9,78,80,52,0
31,78,2,10,7,23,4,53,69,3,34,30,15,1
33,26,6,98,25,22,24,27,70,2,45,88,40,1
74,68,10,16,1,24,80,100,5,7,65,48,28,1
31,35,2,41,27,4,36,22,49,9,73,44,31,0
21,36,0,60,15,21,18,86,43,6,52,97,32,1
72,94,10,2,24,30,34,34,7,7,10,73,34,1
62,53,9,85,27,26,33,31,23,3,94,67,55,0
63,52,1,34,9,23,53,1,26,3,43,65,50,0
57,45,9,84,17,14,45,15,52,8,82,60,22,0
75,85,3,88,6,11,5,15,50,7,81,60,29,0
19,82,0,65,4,13,82,50,27,5,70,80,53,0
17,60,0,0,30,30,0,66,58,6,11,30,8,1
74,77,7,6,28,10,70,91,68,9,88,63,22,1
42,98,6,19,6,30,33,92,82,3,36,51,12,1
42,29,7,42,20,20,55,53,72,3,97,68,23,1
22,34,3,5,27,29,82,19,24,6,97,25,38,1
78,61,5,54,5,8,96,99,43,8,18,76,56,1
61,76,2,99,23,19,25,32,46,5,63,25,2,1
78,36,10,20,0,7,41,85,12,1,5,66,12,1
27,79,7,50,28,11,90,7,52,3,31,82,55,1
28,28,3,45,10,29,37,23,52,8,16,68,21,1
58,55,2,34,12,2,25,52,36,4,66,41,12,1
32,92,3,99,11,20,98,63,62,9,9,86,45,1
78,99,5,7,0,14,58,57,65,6,2,38,31,1
51,55,10,67,20,7,83,36,39,10,37,74,9,0
23,67,6,15,14,30,23,83,77,4,84,53,15,0
51,70,6,66,0,25,20,11,60,4,59,60,32,0
43,89,3,70,2,27,59,83,94,10,81,26,43,0
62,93,7,63,25,6,89,83,5,5,58,76,9,1
45,99,6,1,14,16,19,3,24,7,89,35,24,0
38,87,1,0,8,11,5,93,45,7,83,78,8,1
31,41,7,57,13,19,66,30,30,10,8,57,52,0
29,96,8,0,28,17,9,85,79,7,52,28,28,1
67,99,4,6,22,17,11,78,62,5,75,96,56,0
52,25,3,87,27,28,96,37,90,9,77,53,18,1
44,45,3,68,21,14,21,36,93,2,77,65,43,1
30,94,3,84,23,22,61,91,67,8,73,56,37,0
62,22,5,91,7,27,60,74,38,10,69,62,36,0
61,71,10,17,21,27,79,13,79,8,82,66,53,1
67,93,3,87,3,2,16,74,35,3,52,25,37,0
34,79,6,31,19,18,9,72,6,5,78,57,32,0
36,82,6,44,19,14,11,23,84,8,34,80,21,1
79,84,4,32,5,15,82,9,65,10,86,23,39,0
52,71,4,73,0,21,39,37,54,9,48,24,49,0
42,95,9,72,27,21,22,42,71,7,97,89,29,0
70,33,7,48,17,16,39,36,41,4,24,79,18,0
44,91,6,32,5,30,73,41,26,4,93,96,23,1
35,87,6,96,29,30,73,31,1,3,13,96,33,1
40,47,5,70,13,30,49,83,69,8,50,75,48,1
78,90,6,67,10,0,9,13,3,6,91,78,9,0
51,29,6,27,16,10,93,3,20,10,65,26,44,1
17,76,9,86,8,5,3,23,0,6,71,87,51,0
37,85,1,52,27,22,0,95,37,10,4,50,43,1
31,69,9,95,21,8,42,9,59,10,64,67,38,0
33,33,1,43,6,19,82,15,75,9,74,61,4,0
69,35,9,79,13,15,4,38,90,3,99,49,16,0
45,73,6,54,27,29,93,95,13,4,39,70,3,1
60,62,9,9,16,25,89,17,78,3,63,54,8,1
34,61,6,13,7,5,33,24,87,3,58,81,16,0
49,100,6,35,27,11,65,6,81,1,16,70,2,1
28,41,4,33,15,18,23,55,16,10,91,69,45,0
58,87,0,87,11,12,13,46,72,6,84,49,19,0
77,38,1,17,11,12,40,81,46,9,62,38,24,0
37,85,8,15,27,26,41,81,81,5,10,69,16,1
67,58,7,36,27,3,12,2,55,10,62,73,51,0
67,92,7,40,4,8,28,0,52,2,33,23,40,0
51,38,9,24,4,13,64,32,17,10,71,31,55,0
34,35,0,7,13,13,45,70,68,4,42,34,2,1
53,73,5,87,5,16,33,73,47,6,44,34,32,0
72,44,8,83,6,4,62,58,8,7,46,29,1,0
35,37,7,93,22,30,3,71,53,7,86,80,49,0
24,42,2,83,20,30,27,31,34,4,81,38,18,0
47,30,3,17,16,26,82,86,45,10,73,72,39,1
19,58,2,67,26,22,0,16,0,10,74,91,32,0
65,87,5,47,8,18,35,77,40,5,100,76,9,0
20,44,8,99,30,30,12,16,72,4,95,28,55,0
35,82,7,69,21,1,4,88,31,10,31,48,3,1
52,49,9,66,12,12,96,20,83,6,5,26,56,0
37,64,3,17,8,10,13,54,76,7,18,91,24,0
73,80,1,17,26,1,79,5,39,2,6,36,57,1
59,70,7,55,15,0,31,83,10,10,50,98,11,0
49,28,7,22,3,20,49,48,61,3,28,35,28,0
57,95,10,34,1,28,26,83,45,8,24,90,16,1
24,21,5,5,12,2,34,25,47,7,69,57,29,0
22,24,7,25,12,26,2,31,42,1,28,95,41,0
34,81,8,84,18,11,3,71,50,4,58,66,12,0
46,88,0,60,11,6,6,43,60,5,67,29,46,0
50,71,8,87,3,0,76,58,41,3,18,43,57,0
72,24,1,14,9,8,2,28,25,4,4,69,4,1
76,78,0,90,15,29,80,16,10,10,49,87,26,0
46,87,7,31,27,17,58,17,24,10,32,62,4,0
68,28,7,11,23,23,73,39,39,10,96,56,11,0
47,41,10,4,18,25,0,62,24,7,83,64,2,1
74,46,3,63,7,19,27,81,83,8,93,73,31,0
25,29,7,70,5,5,58,74,74,9,97,62,56,0
17,99,6,85,3,8,52,44,73,2,66,87,50,1
75,80,1,26,29,22,9,75,51,4,58,56,3,1
32,70,4,78,6,30,70,78,2,1,11,60,25,0
31,29,9,44,30,7,2,89,38,3,97,20,34,0
31,25,3,34,13,30,6,2,90,8,65,35,1,0
61,81,2,25,26,22,8,2,34,7,17,56,5,0
54,24,0,22,12,17,98,37,39,8,80,56,39,0
46,89,4,12,20,24,89,98,94,6,66,26,52,1
16,82,9,89,4,14,68,72,84,5,4,59,31,1
26,75,7,2,8,0,12,39,21,10,32,70,36,0
19,78,8,28,28,13,93,67,61,9,71,83,59,1
41,82,6,65,2,17,39,53,18,5,29,41,3,0
65,78,10,63,9,18,61,19,13,9,61,62,38,0
27,70,0,27,14,18,61,14,100,4,60,81,12,1
80,69,0,86,19,29,9,92,49,5,73,73,16,1
62,23,0,35,20,9,86,4,61,1,58,46,8,0
68,67,1,5,16,19,10,38,86,6,99,48,11,0
17,51,0,10,22,20,75,39,89,3,53,35,45,1
39,70,3,37,23,5,61,6,42,10,5,30,14,0
19,71,9,33,30,16,76,71,54,2,61,40,27,1
34,93,8,80,5,13,55,95,39,6,21,28,18,0
41,53,3,66,24,12,48,99,11,1,58,46,54,1
55,55,3,45,2,7,15,32,64,9,81,98,8,0
65,89,6,97,17,21,72,36,33,5,14,42,33,0
58,62,10,85,4,9,73,31,82,7,96,70,4,0
27,35,8,28,12,8,92,42,22,10,79,99,49,0
42,78,6,59,24,4,8,62,70,9,85,22,30,0
69,72,0,53,26,22,32,35,6,9,54,35,20,0
64,38,0,92,0,26,87,97,64,7,78,27,30,1
31,60,3,68,16,3,34,48,17,4,41,61,27,1
17,100,3,73,25,5,74,24,7,4,16,92,25,0
75,66,0,73,2,5,38,95,88,7,51,54,54,0
69,73,5,8,25,12,76,65,41,8,1,90,6,1
45,74,9,84,18,3,86,8,92,7,40,91,5,0
53,38,1,76,20,21,24,92,86,10,18,67,14,0
43,81,10,9,19,7,79,17,92,4,34,73,51,1
40,78,4,74,21,26,55,21,0,4,90,55,14,0
25,84,7,67,11,4,47,98,78,8,61,25,34,0
75,87,2,57,7,1,84,14,14,9,100,90,41,0
57,47,8,94,7,8,9,6,27,7,21,31,25,0
55,37,6,51,14,10,40,12,35,3,1,78,39,0
57,45,8,33,10,19,82,35,95,10,27,84,18,0
62,38,0,34,19,19,98,15,45,1,51,69,20,1
52,74,4,32,0,10,58,40,76,5,11,62,43,0
37,76,2,71,28,6,27,20,20,6,14,62,8,1
72,25,3,31,15,25,40,27,48,9,92,68,26,0
42,20,3,54,29,13,65,73,38,5,55,95,54,1
56,27,10,96,13,25,50,82,37,1,27,74,21,1
49,70,6,7,6,5,61,16,8,4,22,69,27,0
